country,year,sex,age,exposure,mx
Taiwan,1970,female,0,180000,0.015389
Taiwan,1970,female,1,186891.19,0.004465
Taiwan,1970,female,2,183318.89,0.003064
Taiwan,1970,female,3,187248.19,0.001928
Taiwan,1970,female,4,195642.37,0.001189
Taiwan,1970,female,5,199660.19,8.33e-4
Taiwan,1970,female,6,204460.35,5.99e-4
Taiwan,1970,female,7,204736.05,4.44e-4
Taiwan,1970,female,8,203450.84,3.54e-4
Taiwan,1970,female,9,201358.02,3.24e-4
Taiwan,1970,female,10,198020.15,3.49e-4
Taiwan,1970,female,11,195873.91,3.89e-4
Taiwan,1970,female,12,190357.63,4.43e-4
Taiwan,1970,female,13,187268.06,5.01e-4
Taiwan,1970,female,14,187762.72,5.56e-4
Taiwan,1970,female,15,181262.19,6.37e-4
Taiwan,1970,female,16,173436.09,7.1e-4
Taiwan,1970,female,17,169210.63,7.5e-4
Taiwan,1970,female,18,168965.6,7.49e-4
Taiwan,1970,female,19,157959.29,7.73e-4
Taiwan,1970,female,20,140110.02,8.17e-4
Taiwan,1970,female,21,125019.24,8.61e-4
Taiwan,1970,female,22,108518.92,9.43e-4
Taiwan,1970,female,23,93244.8,0.001059
Taiwan,1970,female,24,80941.02,0.001196
Taiwan,1970,female,25,84272.96,0.001147
Taiwan,1970,female,26,91883.53,0.001073
Taiwan,1970,female,27,92255.59,0.001115
Taiwan,1970,female,28,92478.44,0.001184
Taiwan,1970,female,29,94018.34,0.001259
Taiwan,1970,female,30,93826.63,0.001373
Taiwan,1970,female,31,90003.03,0.001528
Taiwan,1970,female,32,86732.74,0.001658
Taiwan,1970,female,33,85686.78,0.001724
Taiwan,1970,female,34,85926.58,0.001735
Taiwan,1970,female,35,83891.99,0.001773
Taiwan,1970,female,36,78869.08,0.001894
Taiwan,1970,female,37,76620.57,0.001978
Taiwan,1970,female,38,76312.5,0.002037
Taiwan,1970,female,39,74996.74,0.002145
Taiwan,1970,female,40,72164.67,0.002325
Taiwan,1970,female,41,70111.41,0.002498
Taiwan,1970,female,42,67688.91,0.0027
Taiwan,1970,female,43,64398.14,0.00296
Taiwan,1970,female,44,62009.16,0.003205
Taiwan,1970,female,45,58251.62,0.003556
Taiwan,1970,female,46,55328.07,0.003906
Taiwan,1970,female,47,55158.73,0.004091
Taiwan,1970,female,48,55533.41,0.004244
Taiwan,1970,female,49,51066.95,0.004824
Taiwan,1970,female,50,44647.89,0.005763
Taiwan,1970,female,51,41948.4,0.00638
Taiwan,1970,female,52,42227.91,0.006562
Taiwan,1970,female,53,40543.91,0.007045
Taiwan,1970,female,54,37128.36,0.0079
Taiwan,1970,female,55,36666.43,0.008218
Taiwan,1970,female,56,36732.03,0.008564
Taiwan,1970,female,57,35602.71,0.00939
Taiwan,1970,female,58,34972.16,0.01031
Taiwan,1970,female,59,33332.65,0.011797
Taiwan,1970,female,60,31005.94,0.013876
Taiwan,1970,female,61,28348.4,0.016326
Taiwan,1970,female,62,26098.53,0.018729
Taiwan,1970,female,63,24968.41,0.020353
Taiwan,1970,female,64,23620.59,0.022055
Taiwan,1970,female,65,21544.69,0.024539
Taiwan,1970,female,66,19142.01,0.02808
Taiwan,1970,female,67,18646.09,0.029441
Taiwan,1970,female,68,17815.33,0.031605
Taiwan,1970,female,69,16316.93,0.035534
Taiwan,1970,female,70,15122.17,0.039528
Taiwan,1970,female,71,14559.41,0.04197
Taiwan,1970,female,72,13125.65,0.047105
Taiwan,1970,female,73,9983.6,0.062044
Taiwan,1970,female,74,9335.16,0.065824
Taiwan,1970,female,75,9103.85,0.066305
Taiwan,1970,female,76,7805.22,0.075285
Taiwan,1970,female,77,7555.33,0.074993
Taiwan,1970,female,78,6855.04,0.078859
Taiwan,1970,female,79,5501.5,0.092624
Taiwan,1970,female,80,4796.46,0.106036
Taiwan,1970,female,81,4266.52,0.112569
Taiwan,1970,female,82,3744.75,0.119989
Taiwan,1970,female,83,3198.6,0.130142
Taiwan,1970,female,84,2675.52,0.142642
Taiwan,1970,female,85,2242.86,0.154307
Taiwan,1970,female,86,1858.72,0.166916
Taiwan,1970,female,87,1508.52,0.182138
Taiwan,1970,female,88,1217.61,0.197312
Taiwan,1970,female,89,974.15,0.212792
Taiwan,1970,female,90,762.88,0.231203
Taiwan,1970,female,91,592.11,0.249769
Taiwan,1970,female,92,456.49,0.267561
Taiwan,1970,female,93,347.61,0.285665
Taiwan,1970,female,94,261.11,0.304167
Taiwan,1970,female,95,193.39,0.32298
Taiwan,1970,female,96,141.23,0.341783
Taiwan,1970,female,97,101.73,0.360071
Taiwan,1970,female,98,71.83,0.379898
Taiwan,1970,female,99,49.57,0.40269
Taiwan,1970,female,100,33.78,0.42394
Taiwan,1970,female,101,22.87,0.440283
Taiwan,1970,female,102,15.21,0.456429
Taiwan,1970,female,103,9.8,0.478409
Taiwan,1970,female,104,6.26,0.496805
Taiwan,1970,female,105,3.78,0.531981
Taiwan,1970,female,106,2.04,0.626427
Taiwan,1970,female,107,0.83,0.967742
Taiwan,1970,female,108,0.05,6
Taiwan,1970,female,109,0,NA
Taiwan,1970,female,110,0,NA
Taiwan,1970,male,0,191022.12,0.017778
Taiwan,1970,male,1,196807.94,0.005076
Taiwan,1970,male,2,193510.86,0.003464
Taiwan,1970,male,3,199309.06,0.00217
Taiwan,1970,male,4,208010.19,0.001372
Taiwan,1970,male,5,209336.4,0.00103
Taiwan,1970,male,6,213376.19,7.98e-4
Taiwan,1970,male,7,215536.01,6.29e-4
Taiwan,1970,male,8,213250.1,5.26e-4
Taiwan,1970,male,9,212210.04,4.69e-4
Taiwan,1970,male,10,211276.5,4.59e-4
Taiwan,1970,male,11,205158.12,4.98e-4
Taiwan,1970,male,12,197235.97,5.8e-4
Taiwan,1970,male,13,196380.85,6.8e-4
Taiwan,1970,male,14,199361.48,8.01e-4
Taiwan,1970,male,15,193130.71,9.85e-4
Taiwan,1970,male,16,183524.35,0.001169
Taiwan,1970,male,17,178331.07,0.00129
Taiwan,1970,male,18,178197.19,0.00133
Taiwan,1970,male,19,165205.28,0.001424
Taiwan,1970,male,20,144174.65,0.00157
Taiwan,1970,male,21,129518.93,0.001676
Taiwan,1970,male,22,115254.29,0.001814
Taiwan,1970,male,23,98397.49,0.002057
Taiwan,1970,male,24,83804.42,0.002351
Taiwan,1970,male,25,85996.13,0.002247
Taiwan,1970,male,26,94062.92,0.00204
Taiwan,1970,male,27,94666.49,0.002041
Taiwan,1970,male,28,93608.54,0.002109
Taiwan,1970,male,29,94737.13,0.002156
Taiwan,1970,male,30,93969.87,0.002272
Taiwan,1970,male,31,90299.24,0.002472
Taiwan,1970,male,32,86273.82,0.0027
Taiwan,1970,male,33,84670.76,0.002867
Taiwan,1970,male,34,85160.21,0.002967
Taiwan,1970,male,35,86074.04,0.003057
Taiwan,1970,male,36,87608.84,0.0031580000000000002
Taiwan,1970,male,37,89810.34,0.003271
Taiwan,1970,male,38,94691.35,0.003322
Taiwan,1970,male,39,100421.83,0.003374
Taiwan,1970,male,40,101561.25,0.003604
Taiwan,1970,male,41,99822.34,0.003938
Taiwan,1970,male,42,99193.15,0.004228
Taiwan,1970,male,43,97180.61,0.004578
Taiwan,1970,male,44,94374.44,0.004976
Taiwan,1970,male,45,89239.65,0.005526
Taiwan,1970,male,46,81353,0.006324
Taiwan,1970,male,47,77345.47,0.006893
Taiwan,1970,male,48,77383.8,0.007099
Taiwan,1970,male,49,73152.51,0.007695
Taiwan,1970,male,50,64306.4,0.008937
Taiwan,1970,male,51,58417.9,0.010063
Taiwan,1970,male,52,55605.05,0.010848
Taiwan,1970,male,53,53405.49,0.011624
Taiwan,1970,male,54,50370.58,0.012716
Taiwan,1970,male,55,48917.62,0.013546
Taiwan,1970,male,56,47965.65,0.014347
Taiwan,1970,male,57,48204.77,0.014882
Taiwan,1970,male,58,44047.12,0.017031
Taiwan,1970,male,59,36929.33,0.021301
Taiwan,1970,male,60,35125.46,0.023471
Taiwan,1970,male,61,31670.65,0.026975
Taiwan,1970,male,62,29037.08,0.0301
Taiwan,1970,male,63,27603.13,0.032007
Taiwan,1970,male,64,25145.66,0.035106
Taiwan,1970,male,65,22605.68,0.038632
Taiwan,1970,male,66,19373.64,0.044446
Taiwan,1970,male,67,17860.31,0.047452
Taiwan,1970,male,68,16444.48,0.050633
Taiwan,1970,male,69,14586.84,0.055972
Taiwan,1970,male,70,12664.75,0.063014
Taiwan,1970,male,71,11440.41,0.067636
Taiwan,1970,male,72,10493.16,0.070785
Taiwan,1970,male,73,8647.77,0.081522
Taiwan,1970,male,74,7518.11,0.087847
Taiwan,1970,male,75,6365.32,0.095932
Taiwan,1970,male,76,5265.24,0.10666
Taiwan,1970,male,77,4611.24,0.111632
Taiwan,1970,male,78,3800.22,0.123724
Taiwan,1970,male,79,3295.1,0.129838
Taiwan,1970,male,80,2884.34,0.136873
Taiwan,1970,male,81,2458.12,0.142727
Taiwan,1970,male,82,2091.27,0.147542
Taiwan,1970,male,83,1694.53,0.158404
Taiwan,1970,male,84,1347.64,0.171322
Taiwan,1970,male,85,1091.44,0.179809
Taiwan,1970,male,86,876.5,0.18802
Taiwan,1970,male,87,683.84,0.199798
Taiwan,1970,male,88,517.83,0.215902
Taiwan,1970,male,89,388.53,0.232288
Taiwan,1970,male,90,290.63,0.247153
Taiwan,1970,male,91,215.09,0.261979
Taiwan,1970,male,92,156.99,0.277403
Taiwan,1970,male,93,112.84,0.29377
Taiwan,1970,male,94,79.89,0.31094
Taiwan,1970,male,95,55.6,0.329686
Taiwan,1970,male,96,37.49,0.354526
Taiwan,1970,male,97,24.51,0.386755
Taiwan,1970,male,98,15.99,0.41651
Taiwan,1970,male,99,10.6,0.432951
Taiwan,1970,male,100,6.97,0.446091
Taiwan,1970,male,101,4.32,0.479722
Taiwan,1970,male,102,2.35,0.579134
Taiwan,1970,male,103,0.92,0.954792
Taiwan,1970,male,104,0.05,6
Taiwan,1970,male,105,0,NA
Taiwan,1970,male,106,0,NA
Taiwan,1970,male,107,0,NA
Taiwan,1970,male,108,0,NA
Taiwan,1970,male,109,0,NA
Taiwan,1970,male,110,0,NA
Taiwan,1970,total,0,371022.12,0.016619
Taiwan,1970,total,1,383699.13,0.004778
Taiwan,1970,total,2,376829.75,0.00327
Taiwan,1970,total,3,386557.25,0.002053
Taiwan,1970,total,4,403652.55,0.001283
Taiwan,1970,total,5,408996.59,9.34e-4
Taiwan,1970,total,6,417836.54,7e-4
Taiwan,1970,total,7,420272.06,5.39e-4
Taiwan,1970,total,8,416700.95,4.42e-4
Taiwan,1970,total,9,413568.06,3.98e-4
Taiwan,1970,total,10,409296.65,4.06e-4
Taiwan,1970,total,11,401032.03,4.45e-4
Taiwan,1970,total,12,387593.6,5.13e-4
Taiwan,1970,total,13,383648.91,5.93e-4
Taiwan,1970,total,14,387124.2,6.82e-4
Taiwan,1970,total,15,374392.9,8.16e-4
Taiwan,1970,total,16,356960.44,9.46e-4
Taiwan,1970,total,17,347541.7,0.001027
Taiwan,1970,total,18,347162.79,0.001047
Taiwan,1970,total,19,323164.57,0.001105
Taiwan,1970,total,20,284284.66,0.001199
Taiwan,1970,total,21,254538.17,0.001276
Taiwan,1970,total,22,223773.21,0.001392
Taiwan,1970,total,23,191642.29,0.001572
Taiwan,1970,total,24,164745.43,0.001784
Taiwan,1970,total,25,170269.09,0.001702
Taiwan,1970,total,26,185946.45,0.001562
Taiwan,1970,total,27,186922.08,0.001584
Taiwan,1970,total,28,186086.97,0.001649
Taiwan,1970,total,29,188755.47,0.00171
Taiwan,1970,total,30,187796.5,0.001823
Taiwan,1970,total,31,180302.26,0.002001
Taiwan,1970,total,32,173006.56,0.002178
Taiwan,1970,total,33,170357.54,0.002292
Taiwan,1970,total,34,171086.79,0.002348
Taiwan,1970,total,35,169966.03,0.002424
Taiwan,1970,total,36,166477.92,0.002559
Taiwan,1970,total,37,166430.91,0.002676
Taiwan,1970,total,38,171003.85,0.002748
Taiwan,1970,total,39,175418.58,0.002849
Taiwan,1970,total,40,173725.92,0.003073
Taiwan,1970,total,41,169933.75,0.003344
Taiwan,1970,total,42,166882.06,0.003608
Taiwan,1970,total,43,161578.76,0.003933
Taiwan,1970,total,44,156383.6,0.004274
Taiwan,1970,total,45,147491.27,0.004748
Taiwan,1970,total,46,136681.07,0.005345
Taiwan,1970,total,47,132504.2,0.005727
Taiwan,1970,total,48,132917.21,0.005906
Taiwan,1970,total,49,124219.46,0.006515
Taiwan,1970,total,50,108954.29,0.007636
Taiwan,1970,total,51,100366.3,0.008524
Taiwan,1970,total,52,97832.96,0.008998
Taiwan,1970,total,53,93949.4,0.009648
Taiwan,1970,total,54,87498.94,0.010672
Taiwan,1970,total,55,85584.05,0.011263
Taiwan,1970,total,56,84697.67,0.011839
Taiwan,1970,total,57,83807.48,0.012549
Taiwan,1970,total,58,79019.27,0.014056
Taiwan,1970,total,59,70261.98,0.016793
Taiwan,1970,total,60,66131.4,0.018973
Taiwan,1970,total,61,60019.05,0.021945
Taiwan,1970,total,62,55135.61,0.024717
Taiwan,1970,total,63,52571.54,0.026472
Taiwan,1970,total,64,48766.25,0.028785
Taiwan,1970,total,65,44150.37,0.031755
Taiwan,1970,total,66,38515.65,0.036312
Taiwan,1970,total,67,36506.39,0.038253
Taiwan,1970,total,68,34259.81,0.040739
Taiwan,1970,total,69,30903.77,0.045181
Taiwan,1970,total,70,27786.92,0.050232
Taiwan,1970,total,71,25999.82,0.053263
Taiwan,1970,total,72,23618.82,0.057625
Taiwan,1970,total,73,18631.37,0.071084
Taiwan,1970,total,74,16853.27,0.075648
Taiwan,1970,total,75,15469.17,0.078496
Taiwan,1970,total,76,13070.47,0.087924
Taiwan,1970,total,77,12166.56,0.08888
Taiwan,1970,total,78,10655.26,0.09486
Taiwan,1970,total,79,8796.6,0.106564
Taiwan,1970,total,80,7680.81,0.117617
Taiwan,1970,total,81,6724.64,0.123593
Taiwan,1970,total,82,5836.03,0.129862
Taiwan,1970,total,83,4893.12,0.139929
Taiwan,1970,total,84,4023.15,0.152249
Taiwan,1970,total,85,3334.3,0.162655
Taiwan,1970,total,86,2735.22,0.173679
Taiwan,1970,total,87,2192.36,0.187647
Taiwan,1970,total,88,1735.44,0.202859
Taiwan,1970,total,89,1362.67,0.21835
Taiwan,1970,total,90,1053.51,0.235603
Taiwan,1970,total,91,807.2,0.253023
Taiwan,1970,total,92,613.49,0.27008
Taiwan,1970,total,93,460.45,0.287651
Taiwan,1970,total,94,340.99,0.305754
Taiwan,1970,total,95,248.99,0.324477
Taiwan,1970,total,96,178.72,0.344456
Taiwan,1970,total,97,126.24,0.365252
Taiwan,1970,total,98,87.82,0.386564
Taiwan,1970,total,99,60.17,0.408022
Taiwan,1970,total,100,40.75,0.42773
Taiwan,1970,total,101,27.19,0.446542
Taiwan,1970,total,102,17.55,0.472845
Taiwan,1970,total,103,10.73,0.519347
Taiwan,1970,total,104,6.31,0.541854
Taiwan,1970,total,105,3.78,0.531981
Taiwan,1970,total,106,2.04,0.626427
Taiwan,1970,total,107,0.83,0.967742
Taiwan,1970,total,108,0.05,6
Taiwan,1970,total,109,0,NA
Taiwan,1970,total,110,0,NA
Taiwan,1971,female,0,177566.7,0.014034
Taiwan,1971,female,1,180645.41,0.00563
Taiwan,1971,female,2,186456.32,0.002531
Taiwan,1971,female,3,183004.18,0.00129
Taiwan,1971,female,4,187011.69,9.36e-4
Taiwan,1971,female,5,195301.39,7.13e-4
Taiwan,1971,female,6,199017.88,5.66e-4
Taiwan,1971,female,7,203415.46,4.51e-4
Taiwan,1971,female,8,203821.43,3.75e-4
Taiwan,1971,female,9,202473.81,3.3e-4
Taiwan,1971,female,10,200263.85,3.13e-4
Taiwan,1971,female,11,197152.69,3.19e-4
Taiwan,1971,female,12,195395.38,3.45e-4
Taiwan,1971,female,13,189400.66,4.02e-4
Taiwan,1971,female,14,186409.04,4.77e-4
Taiwan,1971,female,15,187270,5.58e-4
Taiwan,1971,female,16,180636.8,6.45e-4
Taiwan,1971,female,17,173097.26,7.12e-4
Taiwan,1971,female,18,168784.67,7.41e-4
Taiwan,1971,female,19,168653.53,7.22e-4
Taiwan,1971,female,20,157680.25,7.25e-4
Taiwan,1971,female,21,139603.45,7.68e-4
Taiwan,1971,female,22,124705.49,8.14e-4
Taiwan,1971,female,23,108639.58,8.93e-4
Taiwan,1971,female,24,93425.33,0.001004
Taiwan,1971,female,25,80934.48,0.001138
Taiwan,1971,female,26,84215.99,0.001092
Taiwan,1971,female,27,91672.92,0.00102
Taiwan,1971,female,28,92226.94,0.001049
Taiwan,1971,female,29,92371.74,0.001102
Taiwan,1971,female,30,94030.56,0.00115
Taiwan,1971,female,31,93658.87,0.001226
Taiwan,1971,female,32,89765.42,0.001354
Taiwan,1971,female,33,86482.33,0.001484
Taiwan,1971,female,34,85633.64,0.001577
Taiwan,1971,female,35,85392.03,0.001662
Taiwan,1971,female,36,83268.24,0.001787
Taiwan,1971,female,37,78471.91,0.001986
Taiwan,1971,female,38,76422.54,0.002134
Taiwan,1971,female,39,75847.16,0.002247
Taiwan,1971,female,40,74720.35,0.002382
Taiwan,1971,female,41,71782.21,0.002589
Taiwan,1971,female,42,69927.17,0.002777
Taiwan,1971,female,43,67228.3,0.003018
Taiwan,1971,female,44,64125.65,0.003307
Taiwan,1971,female,45,61845.76,0.003583
Taiwan,1971,female,46,57973.01,0.003986
Taiwan,1971,female,47,55135.65,0.004362
Taiwan,1971,female,48,54804.84,0.004558
Taiwan,1971,female,49,55111,0.004701
Taiwan,1971,female,50,50604.73,0.005303
Taiwan,1971,female,51,44494.74,0.006252
Taiwan,1971,female,52,41835.64,0.006901
Taiwan,1971,female,53,42005.77,0.00714
Taiwan,1971,female,54,40088.58,0.007778
Taiwan,1971,female,55,36805.7,0.008825
Taiwan,1971,female,56,36581.62,0.009312
Taiwan,1971,female,57,36523.98,0.009849
Taiwan,1971,female,58,35344,0.010811
Taiwan,1971,female,59,34812.44,0.011713
Taiwan,1971,female,60,32906,0.013234
Taiwan,1971,female,61,30695.55,0.015002
Taiwan,1971,female,62,27908.35,0.017259
Taiwan,1971,female,63,25799.23,0.01934
Taiwan,1971,female,64,24600.39,0.020828
Taiwan,1971,female,65,23250.34,0.022505
Taiwan,1971,female,66,21215.8,0.025304
Taiwan,1971,female,67,18787.17,0.029516
Taiwan,1971,female,68,18195.32,0.031672
Taiwan,1971,female,69,17267.07,0.034869
Taiwan,1971,female,70,15847.87,0.039711
Taiwan,1971,female,71,14580.72,0.0444
Taiwan,1971,female,72,13955.09,0.046837
Taiwan,1971,female,73,12464.21,0.051991
Taiwan,1971,female,74,9437.17,0.066823
Taiwan,1971,female,75,8952.8,0.067387
Taiwan,1971,female,76,8477.65,0.067672
Taiwan,1971,female,77,7290.66,0.074583
Taiwan,1971,female,78,7022.93,0.073112
Taiwan,1971,female,79,6267.96,0.077027
Taiwan,1971,female,80,4943.33,0.10479
Taiwan,1971,female,81,4296.11,0.114397
Taiwan,1971,female,82,3796.05,0.1212
Taiwan,1971,female,83,3306.56,0.129001
Taiwan,1971,female,84,2794.54,0.140066
Taiwan,1971,female,85,2306.87,0.154027
Taiwan,1971,female,86,1910.25,0.166942
Taiwan,1971,female,87,1562.12,0.181043
Taiwan,1971,female,88,1247.29,0.198559
Taiwan,1971,female,89,990.48,0.216108
Taiwan,1971,female,90,779.31,0.234142
Taiwan,1971,female,91,598.11,0.256358
Taiwan,1971,female,92,454.8,0.279068
Taiwan,1971,female,93,343.82,0.300889
Taiwan,1971,female,94,256.6,0.323305
Taiwan,1971,female,95,188.8,0.34661
Taiwan,1971,female,96,136.91,0.370458
Taiwan,1971,female,97,97.89,0.39462
Taiwan,1971,female,98,69.07,0.418292
Taiwan,1971,female,99,47.67,0.444918
Taiwan,1971,female,100,32.02,0.476889
Taiwan,1971,female,101,21.29,0.50646
Taiwan,1971,female,102,14.15,0.527977
Taiwan,1971,female,103,9.24,0.548998
Taiwan,1971,female,104,5.8,0.581201
Taiwan,1971,female,105,3.63,0.606897
Taiwan,1971,female,106,2.09,0.670927
Taiwan,1971,female,107,0.97,0.90566
Taiwan,1971,female,108,0.21,1.463415
Taiwan,1971,female,109,0,NA
Taiwan,1971,female,110,0,NA
Taiwan,1971,male,0,188983.55,0.016282
Taiwan,1971,male,1,191444.26,0.005652
Taiwan,1971,male,2,196429.52,0.002978
Taiwan,1971,male,3,193332.59,0.001567
Taiwan,1971,male,4,199124.37,0.00105
Taiwan,1971,male,5,207326.19,8.7e-4
Taiwan,1971,male,6,208528.35,7.86e-4
Taiwan,1971,male,7,212715.99,6.97e-4
Taiwan,1971,male,8,214670.9,6.22e-4
Taiwan,1971,male,9,212237.58,5.64e-4
Taiwan,1971,male,10,211552.92,5.1e-4
Taiwan,1971,male,11,210077.77,4.89e-4
Taiwan,1971,male,12,204292.41,5.18e-4
Taiwan,1971,male,13,196622.72,5.94e-4
Taiwan,1971,male,14,195574.34,6.94e-4
Taiwan,1971,male,15,198653.14,8.09e-4
Taiwan,1971,male,16,192013.29,9.55e-4
Taiwan,1971,male,17,182775.75,0.001103
Taiwan,1971,male,18,177727.86,0.001212
Taiwan,1971,male,19,177698.86,0.001266
Taiwan,1971,male,20,164594.17,0.001398
Taiwan,1971,male,21,143905.34,0.001609
Taiwan,1971,male,22,129737.75,0.001768
Taiwan,1971,male,23,115400.75,0.001938
Taiwan,1971,male,24,98298.37,0.002179
Taiwan,1971,male,25,83965.86,0.002413
Taiwan,1971,male,26,86072.28,0.002257
Taiwan,1971,male,27,94346.78,0.002021
Taiwan,1971,male,28,94806.17,0.002023
Taiwan,1971,male,29,93922.68,0.002104
Taiwan,1971,male,30,95203.65,0.002177
Taiwan,1971,male,31,94229.91,0.002301
Taiwan,1971,male,32,90393.87,0.002494
Taiwan,1971,male,33,86347.43,0.002698
Taiwan,1971,male,34,85185.13,0.002812
Taiwan,1971,male,35,85191.15,0.00289
Taiwan,1971,male,36,86079.3,0.002995
Taiwan,1971,male,37,87452.95,0.00315
Taiwan,1971,male,38,89531.5,0.003343
Taiwan,1971,male,39,94516.19,0.003483
Taiwan,1971,male,40,100163.58,0.003627
Taiwan,1971,male,41,101440.27,0.003892
Taiwan,1971,male,42,99792.94,0.004227
Taiwan,1971,male,43,99253.59,0.004478
Taiwan,1971,male,44,96865.86,0.004775
Taiwan,1971,male,45,94354.55,0.005057
Taiwan,1971,male,46,88979.13,0.005534
Taiwan,1971,male,47,81063.61,0.00628
Taiwan,1971,male,48,77204.03,0.00683
Taiwan,1971,male,49,77406.66,0.007067
Taiwan,1971,male,50,72822.56,0.007806
Taiwan,1971,male,51,63908,0.009265
Taiwan,1971,male,52,58183.4,0.010622
Taiwan,1971,male,53,55305.1,0.011687
Taiwan,1971,male,54,53089.25,0.012752
Taiwan,1971,male,55,49710.81,0.014268
Taiwan,1971,male,56,48483.81,0.015267
Taiwan,1971,male,57,47466.56,0.016199
Taiwan,1971,male,58,47730.51,0.016668
Taiwan,1971,male,59,43647.07,0.018788
Taiwan,1971,male,60,36230.99,0.023238
Taiwan,1971,male,61,34449.63,0.024944
Taiwan,1971,male,62,30864.07,0.028241
Taiwan,1971,male,63,28395.34,0.030953
Taiwan,1971,male,64,26762.46,0.032927
Taiwan,1971,male,65,24371.67,0.036062
Taiwan,1971,male,66,21823.04,0.04003
Taiwan,1971,male,67,18642.37,0.04644
Taiwan,1971,male,68,17201.78,0.049725
Taiwan,1971,male,69,15688.05,0.053699
Taiwan,1971,male,70,13870.46,0.059562
Taiwan,1971,male,71,11966.26,0.067129
Taiwan,1971,male,72,10817.38,0.071459
Taiwan,1971,male,73,9775.82,0.075218
Taiwan,1971,male,74,7951.18,0.08681
Taiwan,1971,male,75,6923.77,0.092338
Taiwan,1971,male,76,5783.83,0.10181
Taiwan,1971,male,77,4772.23,0.113236
Taiwan,1971,male,78,4130.83,0.119574
Taiwan,1971,male,79,3372.95,0.133266
Taiwan,1971,male,80,3019.16,0.137419
Taiwan,1971,male,81,2499.14,0.149756
Taiwan,1971,male,82,2117.99,0.15492
Taiwan,1971,male,83,1794.31,0.158401
Taiwan,1971,male,84,1438.25,0.169039
Taiwan,1971,male,85,1129.16,0.18179
Taiwan,1971,male,86,907.52,0.188381
Taiwan,1971,male,87,723.71,0.193988
Taiwan,1971,male,88,558.61,0.203361
Taiwan,1971,male,89,416.63,0.217342
Taiwan,1971,male,90,307.92,0.230774
Taiwan,1971,male,91,227.38,0.241316
Taiwan,1971,male,92,166.22,0.250689
Taiwan,1971,male,93,119.82,0.259723
Taiwan,1971,male,94,85.02,0.268632
Taiwan,1971,male,95,59.4,0.277081
Taiwan,1971,male,96,40.77,0.285738
Taiwan,1971,male,97,26.94,0.301095
Taiwan,1971,male,98,17.13,0.323504
Taiwan,1971,male,99,10.91,0.339035
Taiwan,1971,male,100,7.17,0.340149
Taiwan,1971,male,101,4.7,0.334161
Taiwan,1971,male,102,2.83,0.349412
Taiwan,1971,male,103,1.39,0.444976
Taiwan,1971,male,104,0.42,0
Taiwan,1971,male,105,0,NA
Taiwan,1971,male,106,0,NA
Taiwan,1971,male,107,0,NA
Taiwan,1971,male,108,0,NA
Taiwan,1971,male,109,0,NA
Taiwan,1971,male,110,0,NA
Taiwan,1971,total,0,366550.25,0.015193
Taiwan,1971,total,1,372089.67,0.005641
Taiwan,1971,total,2,382885.84,0.002761
Taiwan,1971,total,3,376336.77,0.001432
Taiwan,1971,total,4,386136.06,9.94e-4
Taiwan,1971,total,5,402627.58,7.94e-4
Taiwan,1971,total,6,407546.23,6.79e-4
Taiwan,1971,total,7,416131.44,5.77e-4
Taiwan,1971,total,8,418492.33,5.02e-4
Taiwan,1971,total,9,414711.39,4.5e-4
Taiwan,1971,total,10,411816.77,4.14e-4
Taiwan,1971,total,11,407230.46,4.07e-4
Taiwan,1971,total,12,399687.79,4.33e-4
Taiwan,1971,total,13,386023.38,5e-4
Taiwan,1971,total,14,381983.38,5.88e-4
Taiwan,1971,total,15,385923.15,6.87e-4
Taiwan,1971,total,16,372650.08,8.04e-4
Taiwan,1971,total,17,355873.01,9.13e-4
Taiwan,1971,total,18,346512.53,9.83e-4
Taiwan,1971,total,19,346352.39,0.001001
Taiwan,1971,total,20,322274.42,0.001069
Taiwan,1971,total,21,283508.79,0.001195
Taiwan,1971,total,22,254443.25,0.001301
Taiwan,1971,total,23,224040.33,0.001431
Taiwan,1971,total,24,191723.71,0.001607
Taiwan,1971,total,25,164900.34,0.001787
Taiwan,1971,total,26,170288.27,0.001681
Taiwan,1971,total,27,186019.7,0.001528
Taiwan,1971,total,28,187033.1,0.001543
Taiwan,1971,total,29,186294.42,0.001607
Taiwan,1971,total,30,189234.21,0.001667
Taiwan,1971,total,31,187888.78,0.001765
Taiwan,1971,total,32,180159.3,0.001926
Taiwan,1971,total,33,172829.76,0.00209
Taiwan,1971,total,34,170818.77,0.002193
Taiwan,1971,total,35,170583.18,0.002275
Taiwan,1971,total,36,169347.54,0.002401
Taiwan,1971,total,37,165924.85,0.0026
Taiwan,1971,total,38,165954.04,0.002786
Taiwan,1971,total,39,170363.35,0.002932
Taiwan,1971,total,40,174883.93,0.003095
Taiwan,1971,total,41,173222.48,0.003352
Taiwan,1971,total,42,169720.1,0.00363
Taiwan,1971,total,43,166481.89,0.003888
Taiwan,1971,total,44,160991.51,0.00419
Taiwan,1971,total,45,156200.31,0.004473
Taiwan,1971,total,46,146952.14,0.004923
Taiwan,1971,total,47,136199.26,0.005503
Taiwan,1971,total,48,132008.86,0.005887
Taiwan,1971,total,49,132517.66,0.006083
Taiwan,1971,total,50,123427.29,0.00678
Taiwan,1971,total,51,108402.74,0.008028
Taiwan,1971,total,52,100019.04,0.009066
Taiwan,1971,total,53,97310.87,0.009724
